subject,event_trial_index,behavior_trial_index,stimulus,stimulus_key,event_label,onset_samples,end_samples,onset_seconds,end_seconds,duration_seconds,sampling_frequency_hz,recording_duration_seconds,match_status,validation_issues,eeg_set_path,eeg_fdt_path,events_path,behavior_path,valence,arousal,dominance,liking,familiarity,relevance,emotionCateg,Quadrant,FivePointScale,MouseClick
sub-mit017,3.0,3.0,15.mp4,15,15_3,128587.410802,143711.659888,514.349643208,574.8466395519999,60.49699634399997,250.0,1622.348,matched,,sub-mit017/eeg/sub-mit017_task-Emotion_eeg.set,sub-mit017/eeg/sub-mit017_task-Emotion_eeg.fdt,sub-mit017/eeg/sub-mit017_task-emotion_events.tsv,sub-mit017/beh/sub-mit017_task-Emotion_beh.tsv,2.74,6.31,3.26,2.0,2.0,1.28,"{'1': [u'', u'', u'Miserable: wretchedly unhappy or uncomfortable', u'', ''], '0': [u'', u'', u'', u'Calm: Not showing or feeling nervousness, anger, or other strong emotions', ''], '2': [u'', u'Disgust: A feeling of revulsion or strong disapproval aroused by something unpleasant\n or offensiv', u'', u'', '']}",HVHA,"['not at all', 'not at all', 'not at all']","[5.186888933181763, 21.997254133224487, 35.88629603385925]"
sub-mit017,4.0,4.0,4.mp4,4,4_4,170196.159666,185320.408752,680.784638664,741.281635008,60.49699634399997,250.0,1622.348,matched,,sub-mit017/eeg/sub-mit017_task-Emotion_eeg.set,sub-mit017/eeg/sub-mit017_task-Emotion_eeg.fdt,sub-mit017/eeg/sub-mit017_task-emotion_events.tsv,sub-mit017/beh/sub-mit017_task-Emotion_beh.tsv,1.24,2.69,2.82,2.0,2.0,1.75,"{'1': [u'', u'Frustrated: Feeling or expressing distress and annoyance resulting from an inability \nto change or achieve somethin', u'', u'', ''], '0': [u'', u'', u'Taken Aback: Shock or surprise someone.', u'', '']}",HVHA,"['not at all', 'not at all']","[7.290414810180664, 44.03292489051819]"
sub-mit017,5.0,5.0,6.mp4,6,6_5,205755.878614,220880.379157,823.0235144559999,883.521516628,60.49800217200004,250.0,1622.348,matched,,sub-mit017/eeg/sub-mit017_task-Emotion_eeg.set,sub-mit017/eeg/sub-mit017_task-Emotion_eeg.fdt,sub-mit017/eeg/sub-mit017_task-emotion_events.tsv,sub-mit017/beh/sub-mit017_task-Emotion_beh.tsv,5.04,3.05,7.74,2.0,2.0,2.05,{},,,
sub-mit017,6.0,6.0,neutral_2.mp4,neutral_2,neutral_2_6,231881.380642,247005.87867,927.525522568,988.0235146800001,60.49799211200002,250.0,1622.348,matched,,sub-mit017/eeg/sub-mit017_task-Emotion_eeg.set,sub-mit017/eeg/sub-mit017_task-Emotion_eeg.fdt,sub-mit017/eeg/sub-mit017_task-emotion_events.tsv,sub-mit017/beh/sub-mit017_task-Emotion_beh.tsv,4.94,3.44,7.66,2.0,1.0,1.22,{},,,
sub-mit017,7.0,7.0,17.mp4,17,17_7,256345.880313,271470.129398,1025.383521252,1085.8805175920002,60.49699634000012,250.0,1622.348,matched,,sub-mit017/eeg/sub-mit017_task-Emotion_eeg.set,sub-mit017/eeg/sub-mit017_task-Emotion_eeg.fdt,sub-mit017/eeg/sub-mit017_task-emotion_events.tsv,sub-mit017/beh/sub-mit017_task-Emotion_beh.tsv,4.04,3.9,4.02,3.0,4.0,1.99,"{'0': [u'', u'Alarmed: An anxious awareness of danger', u'', u'', '']}",HVHA,['not at all'],[9.214453935623169]
sub-mit017,8.0,8.0,23.mp4,23,23_8,292124.380173,307248.629259,1168.4975206919999,1228.994517036,60.49699634400008,250.0,1622.348,matched,,sub-mit017/eeg/sub-mit017_task-Emotion_eeg.set,sub-mit017/eeg/sub-mit017_task-Emotion_eeg.fdt,sub-mit017/eeg/sub-mit017_task-emotion_events.tsv,sub-mit017/beh/sub-mit017_task-Emotion_beh.tsv,6.54,2.94,7.51,4.0,4.0,1.74,{},,,
sub-mit017,9.0,9.0,12.m4v,12,12_9,317586.128508,332710.629051,1270.344514032,1330.842516204,60.49800217200004,250.0,1622.348,matched,,sub-mit017/eeg/sub-mit017_task-Emotion_eeg.set,sub-mit017/eeg/sub-mit017_task-Emotion_eeg.fdt,sub-mit017/eeg/sub-mit017_task-emotion_events.tsv,sub-mit017/beh/sub-mit017_task-Emotion_beh.tsv,5.93,3.21,7.55,4.0,4.0,3.48,{},,,
sub-mit017,10.0,10.0,7.mp4,7,7_10,343870.128972,358994.629515,1375.480515888,1435.97851806,60.49800217200004,250.0,1622.348,matched,,sub-mit017/eeg/sub-mit017_task-Emotion_eeg.set,sub-mit017/eeg/sub-mit017_task-Emotion_eeg.fdt,sub-mit017/eeg/sub-mit017_task-emotion_events.tsv,sub-mit017/beh/sub-mit017_task-Emotion_beh.tsv,2.15,6.27,6.45,2.0,2.0,2.04,"{'1': [u'', u'Alarmed: An anxious awareness of danger', u'', u'', ''], '0': [u'', u'', u'Dissatisfied: Not content or happy with something.', u'', '']}",HVHA,"['not at all', 'not at all']","[23.720518827438354, 50.94770574569702]"
sub-mit017,11.0,11.0,8.m4v,8,8_11,379790.629169,394919.130394,1519.162516676,1579.676521576,60.51400489999992,250.0,1622.348,matched,,sub-mit017/eeg/sub-mit017_task-Emotion_eeg.set,sub-mit017/eeg/sub-mit017_task-Emotion_eeg.fdt,sub-mit017/eeg/sub-mit017_task-emotion_events.tsv,sub-mit017/beh/sub-mit017_task-Emotion_beh.tsv,5.91,4.17,5.79,3.0,4.0,3.03,{},,,
sub-mit022,1.0,1.0,neutral_1.mp4,neutral_1,neutral_1_1,55990.052875,71112.053934,223.9602115,284.448215736,60.488004235999995,250.0,1651.08,matched,,sub-mit022/eeg/sub-mit022_task-Emotion_eeg.set,sub-mit022/eeg/sub-mit022_task-Emotion_eeg.fdt,sub-mit022/eeg/sub-mit022_task-emotion_events.tsv,sub-mit022/beh/sub-mit022_task-Emotion_beh.tsv,5.0,5.17,5.35,4.0,2.0,1.94,"{'1': [u'Excited: Very enthusiastic and eager', u'', u'', u'', u'amazed'], '0': [u'Excited: Very enthusiastic and eager', u'', u'', u'', u'surprised'], '2': [u'Excited: Very enthusiastic and eager', u'', u'', u'', u'surprised']}",HVHA,"['very much', 'not at all', 'very much']","[25.525619983673096, 30.707831859588623, 53.4261908531189]"
sub-mit022,2.0,2.0,2.m4v,2,2_2,99813.552853,114938.053396,399.254211412,459.752213584,60.498002171999985,250.0,1651.08,matched,,sub-mit022/eeg/sub-mit022_task-Emotion_eeg.set,sub-mit022/eeg/sub-mit022_task-Emotion_eeg.fdt,sub-mit022/eeg/sub-mit022_task-emotion_events.tsv,sub-mit022/beh/sub-mit022_task-Emotion_beh.tsv,1.24,1.0,1.99,1.0,2.0,1.94,"{'1': [u'', u'', u'Depressed: in a state of unhappiness or despondency', u'', ''], '0': [u'', u'', u'Sad: Feeling or showing sorrow, unhappy', u'', ''], '3': [u'', u'Frustrated: Feeling or expressing distress and annoyance resulting from an inability \nto change or achieve somethin', u'', u'', ''], '2': [u'', u'Tense: Become tense, typically through anxiety or nervousness', u'', u'', '']}",HVHA,"['very much', 'very much', 'not at all', 'very much']","[13.17212200164795, 17.33465003967285, 29.688605070114136, 52.055782079696655]"
sub-mit022,3.0,3.0,3.mp4,3,3_3,139662.303217,154787.052702,558.6492128680001,619.1482108079999,60.49899793999987,250.0,1651.08,matched,,sub-mit022/eeg/sub-mit022_task-Emotion_eeg.set,sub-mit022/eeg/sub-mit022_task-Emotion_eeg.fdt,sub-mit022/eeg/sub-mit022_task-emotion_events.tsv,sub-mit022/beh/sub-mit022_task-Emotion_beh.tsv,7.16,6.93,5.04,4.0,4.0,4.08,"{'1': [u'Happy: Feeling or showing pleasure or contentment', u'', u'', u'', ''], '0': [u'Joyous: Full of happiness and joy', u'', u'', u'', ''], '3': [u'Happy: Feeling or showing pleasure or contentment', u'', u'', u'', ''], '2': [u'Happy: Feeling or showing pleasure or contentment', u'', u'', u'', '']}",HVHA,"['quit a bit', 'quit a bit', 'quit a bit', 'very much']","[14.253203868865967, 25.11927890777588, 43.22353386878967, 54.82524299621582]"
sub-mit022,4.0,4.0,24.mp4,24,24_4,171424.552985,186549.30247,685.69821194,746.19720988,60.49899793999998,250.0,1651.08,matched,,sub-mit022/eeg/sub-mit022_task-Emotion_eeg.set,sub-mit022/eeg/sub-mit022_task-Emotion_eeg.fdt,sub-mit022/eeg/sub-mit022_task-emotion_events.tsv,sub-mit022/beh/sub-mit022_task-Emotion_beh.tsv,1.14,1.0,1.0,1.0,2.0,3.95,"{'1': [u'', u'Hate: Have a strong aversion to (something)', u'', u'', ''], '0': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', ''], '2': [u'', u'Hate: Have a strong aversion to (something)', u'', u'', '']}",HVHA,"['quit a bit', 'very much', 'very much']","[7.9965338706970215, 25.214955806732178, 39.307379961013794]"
sub-mit022,5.0,5.0,neutral_2.mp4,neutral_2,neutral_2_5,199024.302699,214148.803242,796.097210796,856.5952129679999,60.49800217199993,250.0,1651.08,matched,,sub-mit022/eeg/sub-mit022_task-Emotion_eeg.set,sub-mit022/eeg/sub-mit022_task-Emotion_eeg.fdt,sub-mit022/eeg/sub-mit022_task-emotion_events.tsv,sub-mit022/beh/sub-mit022_task-Emotion_beh.tsv,4.96,2.9,3.11,3.0,1.0,1.16,"{'1': [u'Amused: Finding something funny or entertaining.', u'', u'', u'', u'']}",HVHA,"['moderately', 'quit a bit']","[20.966722011566162, 48.165132999420166]"
sub-mit022,6.0,6.0,5.mp4,5,5_6,237043.34686,252168.09886,948.1733874399999,1008.67239544,60.499008,250.0,1651.08,matched,,sub-mit022/eeg/sub-mit022_task-Emotion_eeg.set,sub-mit022/eeg/sub-mit022_task-Emotion_eeg.fdt,sub-mit022/eeg/sub-mit022_task-emotion_events.tsv,sub-mit022/beh/sub-mit022_task-Emotion_beh.tsv,1.16,1.08,1.0,2.0,1.0,1.0,"{'1': [u'', u'Disgust: A feeling of revulsion or strong disapproval aroused by something unpleasant\n or offensiv', u'', u'', ''], '0': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', ''], '3': [u'', u'Frustrated: Feeling or expressing distress and annoyance resulting from an inability \nto change or achieve somethin', u'', u'', ''], '2': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', '']}",HVHA,"['very much', 'very much', 'very much', 'not at all']","[8.554357767105103, 11.696947813034058, 30.018889904022217, 40.349793672561646]"
sub-mit022,7.0,7.0,9.m4v,9,9_7,270619.349112,285744.098597,1082.477396448,1142.976394388,60.49899793999998,250.0,1651.08,matched,,sub-mit022/eeg/sub-mit022_task-Emotion_eeg.set,sub-mit022/eeg/sub-mit022_task-Emotion_eeg.fdt,sub-mit022/eeg/sub-mit022_task-emotion_events.tsv,sub-mit022/beh/sub-mit022_task-Emotion_beh.tsv,7.8,8.9,8.97,5.0,3.0,4.06,"{'1': [u'Adventorous: Willing to take risks or to try out new methods, ideas, or experiences', u'', u'', u'', ''], '0': [u'Adventorous: Willing to take risks or to try out new methods, ideas, or experiences', u'', u'', u'', ''], '2': [u'Adventorous: Willing to take risks or to try out new methods, ideas, or experiences', u'', u'', u'', '']}",HVHA,"['very much', 'very much', 'very much']","[23.29429817199707, 26.203087091445923, 35.74853014945984]"
sub-mit022,8.0,8.0,7.mp4,7,7_8,302093.097125,317217.849125,1208.3723885,1268.8713965,60.499008,250.0,1651.08,matched,,sub-mit022/eeg/sub-mit022_task-Emotion_eeg.set,sub-mit022/eeg/sub-mit022_task-Emotion_eeg.fdt,sub-mit022/eeg/sub-mit022_task-emotion_events.tsv,sub-mit022/beh/sub-mit022_task-Emotion_beh.tsv,1.03,8.86,4.98,2.0,2.0,2.04,"{'1': [u'', u'Disgust: A feeling of revulsion or strong disapproval aroused by something unpleasant\n or offensiv', u'', u'', ''], '0': [u'', u'Disgust: A feeling of revulsion or strong disapproval aroused by something unpleasant\n or offensiv', u'', u'', ''], '3': [u'', u'Tense: Become tense, typically through anxiety or nervousness', u'', u'', ''], '2': [u'', u'Hate: Have a strong aversion to (something)', u'', u'', '']}",HVHA,"['quit a bit', 'very much', 'very much', 'very much']","[18.68788433074951, 25.240792274475098, 38.31339621543884, 50.332818269729614]"
sub-mit022,9.0,9.0,15.mp4,15,15_9,330181.598966,345306.348451,1320.726395864,1381.225393804,60.49899793999998,250.0,1651.08,matched,,sub-mit022/eeg/sub-mit022_task-Emotion_eeg.set,sub-mit022/eeg/sub-mit022_task-Emotion_eeg.fdt,sub-mit022/eeg/sub-mit022_task-emotion_events.tsv,sub-mit022/beh/sub-mit022_task-Emotion_beh.tsv,1.03,1.01,1.0,1.0,1.0,1.0,"{'1': [u'', u'Angry: Feeling or showing strong annoyance, displeasure, or hostility, full of anger', u'', u'', ''], '0': [u'', u'Tense: Become tense, typically through anxiety or nervousness', u'', u'', ''], '3': [u'', u'Hate: Have a strong aversion to (something)', u'', u'', ''], '2': [u'', u'Disgust: A feeling of revulsion or strong disapproval aroused by something unpleasant\n or offensiv', u'', u'', '']}",HVHA,"['quit a bit', 'quit a bit', 'very much', 'very much']","[10.095793962478638, 23.318886041641235, 36.02359199523926, 52.67423105239868]"
sub-mit022,10.0,10.0,8.m4v,8,8_10,358266.09761,373390.847095,1433.06439044,1493.5633883799999,60.49899793999998,250.0,1651.08,matched,,sub-mit022/eeg/sub-mit022_task-Emotion_eeg.set,sub-mit022/eeg/sub-mit022_task-Emotion_eeg.fdt,sub-mit022/eeg/sub-mit022_task-emotion_events.tsv,sub-mit022/beh/sub-mit022_task-Emotion_beh.tsv,8.09,7.41,5.0,4.0,4.0,3.98,"{'1': [u'Passionate: Arising from intense feelings of sexual love.', u'', u'', u'', ''], '0': [u'Passionate: Arising from intense feelings of sexual love.', u'', u'', u'', ''], '2': [u'Happy: Feeling or showing pleasure or contentment', u'', u'', u'', '']}",HVHA,"['very much', 'very much', 'very much']","[14.684261798858643, 20.65216875076294, 25.031991720199585]"
sub-mit022,11.0,11.0,4.mp4,4,4_11,389334.597369,404459.346854,1557.3383894760002,1617.837387416,60.498997939999754,250.0,1651.08,matched,,sub-mit022/eeg/sub-mit022_task-Emotion_eeg.set,sub-mit022/eeg/sub-mit022_task-Emotion_eeg.fdt,sub-mit022/eeg/sub-mit022_task-emotion_events.tsv,sub-mit022/beh/sub-mit022_task-Emotion_beh.tsv,1.05,1.0,1.05,1.0,1.0,1.0,"{'1': [u'', u'Alarmed: An anxious awareness of danger', u'', u'', ''], '0': [u'', u'Alarmed: An anxious awareness of danger', u'', u'', ''], '2': [u'', u'Disgust: A feeling of revulsion or strong disapproval aroused by something unpleasant\n or offensiv', u'', u'', '']}",HVHA,"['quit a bit', 'quit a bit', 'very much']","[8.986040115356445, 20.604406118392944, 45.679868936538696]"
sub-mit023,1.0,1.0,neutral_1.mp4,neutral_1,neutral_1_1,59403.927438,74527.676124,237.615709752,298.11070449600004,60.49499474400005,250.0,1619.44,matched,,sub-mit023/eeg/sub-mit023_task-Emotion_eeg.set,sub-mit023/eeg/sub-mit023_task-Emotion_eeg.fdt,sub-mit023/eeg/sub-mit023_task-emotion_events.tsv,sub-mit023/beh/sub-mit023_task-Emotion_beh.tsv,6.08,1.05,3.11,4.0,4.0,3.41,{},,,
sub-mit023,2.0,2.0,13.m4v,13,13_2,87171.675637,102297.176979,348.68670254799997,409.188707916,60.50200536800003,250.0,1619.44,matched,,sub-mit023/eeg/sub-mit023_task-Emotion_eeg.set,sub-mit023/eeg/sub-mit023_task-Emotion_eeg.fdt,sub-mit023/eeg/sub-mit023_task-emotion_events.tsv,sub-mit023/beh/sub-mit023_task-Emotion_beh.tsv,8.94,1.2,2.99,5.0,4.0,2.06,"{'1': [u'Amused: Finding something funny or entertaining.', u'', u'', u'', ''], '0': [u'', u'', u'', u'Relaxed: Free from tension and anxiety', '']}",HVHA,"['quit a bit', 'very much']","[40.08193588256836, 58.89662408828735]"
sub-mit023,3.0,3.0,9.m4v,9,9_3,125856.696769,140981.197312,503.426787076,563.924789248,60.49800217200004,250.0,1619.44,matched,,sub-mit023/eeg/sub-mit023_task-Emotion_eeg.set,sub-mit023/eeg/sub-mit023_task-Emotion_eeg.fdt,sub-mit023/eeg/sub-mit023_task-emotion_events.tsv,sub-mit023/beh/sub-mit023_task-Emotion_beh.tsv,8.09,7.04,5.0,4.0,4.0,1.97,{},,,
sub-mit023,4.0,4.0,5.mp4,5,5_4,148618.447176,163742.947719,594.473788704,654.971790876,60.49800217200004,250.0,1619.44,matched,,sub-mit023/eeg/sub-mit023_task-Emotion_eeg.set,sub-mit023/eeg/sub-mit023_task-Emotion_eeg.fdt,sub-mit023/eeg/sub-mit023_task-emotion_events.tsv,sub-mit023/beh/sub-mit023_task-Emotion_beh.tsv,1.97,6.85,6.97,3.0,2.0,3.05,"{'1': [u'', u'Frustrated: Feeling or expressing distress and annoyance resulting from an inability \nto change or achieve somethin', u'', u'', ''], '0': [u'', u'Angry: Feeling or showing strong annoyance, displeasure, or hostility, full of anger', u'', u'', '']}",HVHA,"['quit a bit', 'very much']","[13.0543692111969, 17.34665822982788]"
sub-mit023,5.0,5.0,24.mp4,24,24_5,182945.946559,198068.448018,731.783786236,792.273792072,60.49000583600002,250.0,1619.44,matched,,sub-mit023/eeg/sub-mit023_task-Emotion_eeg.set,sub-mit023/eeg/sub-mit023_task-Emotion_eeg.fdt,sub-mit023/eeg/sub-mit023_task-emotion_events.tsv,sub-mit023/beh/sub-mit023_task-Emotion_beh.tsv,1.01,8.99,1.01,2.0,2.0,1.57,"{'1': [u'', u'Disgust: A feeling of revulsion or strong disapproval aroused by something unpleasant\n or offensiv', u'', u'', ''], '0': [u'', u'Disgust: A feeling of revulsion or strong disapproval aroused by something unpleasant\n or offensiv', u'', u'', '']}",HVHA,"['very much', 'very much']","[28.53727102279663, 36.72538495063782]"
sub-mit023,6.0,6.0,2.m4v,2,2_6,219053.696796,234177.696939,876.214787184,936.710787756,60.49600057199996,250.0,1619.44,matched,,sub-mit023/eeg/sub-mit023_task-Emotion_eeg.set,sub-mit023/eeg/sub-mit023_task-Emotion_eeg.fdt,sub-mit023/eeg/sub-mit023_task-emotion_events.tsv,sub-mit023/beh/sub-mit023_task-Emotion_beh.tsv,1.0,9.0,1.05,2.0,2.0,1.95,"{'1': [u'', u'Frustrated: Feeling or expressing distress and annoyance resulting from an inability \nto change or achieve somethin', u'', u'', ''], '0': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', '']}",HVHA,"['very much', 'quit a bit']","[16.798396825790405, 41.78988790512085]"
sub-mit023,7.0,7.0,neutral_2.mp4,neutral_2,neutral_2_7,254960.447318,270086.446545,1019.8417892719999,1080.34578618,60.50399690800009,250.0,1619.44,matched,,sub-mit023/eeg/sub-mit023_task-Emotion_eeg.set,sub-mit023/eeg/sub-mit023_task-Emotion_eeg.fdt,sub-mit023/eeg/sub-mit023_task-emotion_events.tsv,sub-mit023/beh/sub-mit023_task-Emotion_beh.tsv,5.04,1.0,5.02,3.0,1.0,1.0,{},,,
sub-mit023,8.0,8.0,17.mp4,17,17_8,278256.946384,293383.697468,1113.027785536,1173.534789872,60.50700433599991,250.0,1619.44,matched,,sub-mit023/eeg/sub-mit023_task-Emotion_eeg.set,sub-mit023/eeg/sub-mit023_task-Emotion_eeg.fdt,sub-mit023/eeg/sub-mit023_task-emotion_events.tsv,sub-mit023/beh/sub-mit023_task-Emotion_beh.tsv,1.0,5.0,1.0,3.0,4.0,3.05,"{'0': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', '']}",HVHA,['very much'],[51.49484181404114]
sub-mit023,9.0,9.0,12.m4v,12,12_9,305957.455605,321080.703892,1223.82982242,1284.3228155680001,60.492993148000096,250.0,1619.44,matched,,sub-mit023/eeg/sub-mit023_task-Emotion_eeg.set,sub-mit023/eeg/sub-mit023_task-Emotion_eeg.fdt,sub-mit023/eeg/sub-mit023_task-emotion_events.tsv,sub-mit023/beh/sub-mit023_task-Emotion_beh.tsv,7.99,5.06,4.07,5.0,4.0,3.97,{},,,
sub-mit023,10.0,10.0,15.mp4,15,15_10,330739.455063,345862.205464,1322.957820252,1383.448821856,60.491001604000076,250.0,1619.44,matched,,sub-mit023/eeg/sub-mit023_task-Emotion_eeg.set,sub-mit023/eeg/sub-mit023_task-Emotion_eeg.fdt,sub-mit023/eeg/sub-mit023_task-emotion_events.tsv,sub-mit023/beh/sub-mit023_task-Emotion_beh.tsv,7.41,9.0,9.0,4.0,4.0,4.0,"{'0': [u'Triumphant: Feeling or expressing jubilation after a victory or achievement', u'', u'', u'', '']}",HVHA,['quit a bit'],[18.7703959941864]
sub-mit023,11.0,11.0,16.mp4,16,16_11,356634.954314,371759.7038,1426.5398172559999,1487.0388152,60.498997944000166,250.0,1619.44,matched,,sub-mit023/eeg/sub-mit023_task-Emotion_eeg.set,sub-mit023/eeg/sub-mit023_task-Emotion_eeg.fdt,sub-mit023/eeg/sub-mit023_task-emotion_events.tsv,sub-mit023/beh/sub-mit023_task-Emotion_beh.tsv,1.0,8.99,1.0,3.0,3.0,2.96,"{'1': [u'', u'Tense: Become tense, typically through anxiety or nervousness', u'', u'', ''], '0': [u'', u'Afraid: Worried that something undesirable will occur or be done', u'', u'', '']}",HVHA,"['quit a bit', 'quit a bit']","[15.149983167648315, 20.52236008644104]"
sub-mit024,1.0,1.0,neutral_1.mp4,neutral_1,neutral_1_1,42868.166696,57992.918696,171.472666784,231.97167478400002,60.499008,250.0,1741.592,matched,,sub-mit024/eeg/sub-mit024_task-Emotion_eeg.set,sub-mit024/eeg/sub-mit024_task-Emotion_eeg.fdt,sub-mit024/eeg/sub-mit024_task-emotion_events.tsv,sub-mit024/beh/sub-mit024_task-Emotion_beh.tsv,4.98,4.5,5.02,3.0,2.0,2.03,{},,,
sub-mit024,2.0,2.0,8.m4v,8,8_2,70371.668693,85496.418178,281.486674772,341.98567271200005,60.49899794000004,250.0,1741.592,matched,,sub-mit024/eeg/sub-mit024_task-Emotion_eeg.set,sub-mit024/eeg/sub-mit024_task-Emotion_eeg.fdt,sub-mit024/eeg/sub-mit024_task-emotion_events.tsv,sub-mit024/beh/sub-mit024_task-Emotion_beh.tsv,5.64,5.77,6.33,4.0,5.0,3.77,{},,,
sub-mit024,3.0,3.0,7.mp4,7,7_3,94306.167215,109430.916701,377.22466885999995,437.723666804,60.49899794400005,250.0,1741.592,matched,,sub-mit024/eeg/sub-mit024_task-Emotion_eeg.set,sub-mit024/eeg/sub-mit024_task-Emotion_eeg.fdt,sub-mit024/eeg/sub-mit024_task-emotion_events.tsv,sub-mit024/beh/sub-mit024_task-Emotion_beh.tsv,3.01,4.9,4.32,3.0,4.0,1.64,{},,,
sub-mit024,4.0,4.0,neutral_2.mp4,neutral_2,neutral_2_4,122223.416716,137348.168716,488.893666864,549.3926748639999,60.49900799999989,250.0,1741.592,matched,,sub-mit024/eeg/sub-mit024_task-Emotion_eeg.set,sub-mit024/eeg/sub-mit024_task-Emotion_eeg.fdt,sub-mit024/eeg/sub-mit024_task-emotion_events.tsv,sub-mit024/beh/sub-mit024_task-Emotion_beh.tsv,5.06,2.86,3.24,3.0,2.0,1.2,{},,,
sub-mit024,5.0,5.0,13.m4v,13,13_5,146362.666693,161487.418693,585.450666772,645.9496747720001,60.49900800000012,250.0,1741.592,matched,,sub-mit024/eeg/sub-mit024_task-Emotion_eeg.set,sub-mit024/eeg/sub-mit024_task-Emotion_eeg.fdt,sub-mit024/eeg/sub-mit024_task-emotion_events.tsv,sub-mit024/beh/sub-mit024_task-Emotion_beh.tsv,7.24,4.92,5.06,4.0,3.0,2.58,{},,,
sub-mit024,6.0,6.0,3.mp4,3,3_6,173414.918873,188539.668359,693.6596754919999,754.158673436,60.49899794400005,250.0,1741.592,matched,,sub-mit024/eeg/sub-mit024_task-Emotion_eeg.set,sub-mit024/eeg/sub-mit024_task-Emotion_eeg.fdt,sub-mit024/eeg/sub-mit024_task-emotion_events.tsv,sub-mit024/beh/sub-mit024_task-Emotion_beh.tsv,5.98,4.02,4.17,4.0,4.0,2.78,{},,,
sub-mit024,7.0,7.0,27.mp4,27,27_7,292567.372447,307691.87299,1170.269489788,1230.76749196,60.498002171999815,250.0,1741.592,matched,,sub-mit024/eeg/sub-mit024_task-Emotion_eeg.set,sub-mit024/eeg/sub-mit024_task-Emotion_eeg.fdt,sub-mit024/eeg/sub-mit024_task-emotion_events.tsv,sub-mit024/beh/sub-mit024_task-Emotion_beh.tsv,3.55,4.44,3.55,2.0,3.0,2.98,"{'1': [u'', u'', u'Sad: Feeling or showing sorrow, unhappy', u'', ''], '0': [u'', u'', u'Sad: Feeling or showing sorrow, unhappy', u'', '']}",HVHA,"['a little', 'moderately']","[25.99382209777832, 41.03903293609619]"
sub-mit024,8.0,8.0,15.mp4,15,15_8,331087.373229,346211.873772,1324.3494929160001,1384.8474950880002,60.49800217200004,250.0,1741.592,matched,,sub-mit024/eeg/sub-mit024_task-Emotion_eeg.set,sub-mit024/eeg/sub-mit024_task-Emotion_eeg.fdt,sub-mit024/eeg/sub-mit024_task-emotion_events.tsv,sub-mit024/beh/sub-mit024_task-Emotion_beh.tsv,3.53,6.16,5.68,2.0,2.0,1.88,{},,,
sub-mit024,9.0,9.0,9.m4v,9,9_9,355510.623878,370635.373364,1422.042495512,1482.541493456,60.49899794399994,250.0,1741.592,matched,,sub-mit024/eeg/sub-mit024_task-Emotion_eeg.set,sub-mit024/eeg/sub-mit024_task-Emotion_eeg.fdt,sub-mit024/eeg/sub-mit024_task-emotion_events.tsv,sub-mit024/beh/sub-mit024_task-Emotion_beh.tsv,6.64,7.1,7.33,5.0,4.0,2.36,"{'1': [u'Adventorous: Willing to take risks or to try out new methods, ideas, or experiences', u'', u'', u'', ''], '0': [u'Happy: Feeling or showing pleasure or contentment', u'', u'', u'', ''], '2': [u'Adventorous: Willing to take risks or to try out new methods, ideas, or experiences', u'', u'', u'', '']}",HVHA,"['moderately', 'quit a bit', 'quit a bit']","[14.78060793876648, 23.99199891090393, 43.50040006637573]"
